"","created_at","status_id","text","favorite_count","retweet_count","flag"
"23",2020-12-08 20:24:30,"1336406321780977664","Tectonic plates are shifting https://t.co/WXY6kgLEvi",0,8372,TRUE
"24",2020-12-08 20:24:09,"1336406230919688200","You don't mess with #Texas! https://t.co/4M4PD7qkWl",0,7196,TRUE
"25",2020-12-08 20:24:01,"1336406199818985474","God Bless Texas!

https://t.co/ldDvZ5ykKp",0,6403,TRUE
"26",2020-12-08 20:23:23,"1336406040754216967","Every Republican PAC from every State should organize to do the exact same thing NOW ⚔️⚖️♥️

⚖️🇺🇸 From Coast to Coast 🇺🇸⚖️ 

https://t.co/dkDA8YthvZ",0,8083,TRUE
"27",2020-12-08 20:22:53,"1336405912597262340","🚨 Excellent news. “Texas Sues Georgia, Michigan, Pennsylvania, and Wisconsin at Supreme Court over Election Rules” https://t.co/eoor2y2YPm",0,6789,TRUE
"28",2020-12-08 20:22:21,"1336405778723467265","BREAKING: Texas Files Lawsuit Against 4 States At Supreme Court Over Election Rules https://t.co/02NMyVWcO9 https://t.co/bPkYgaRda1",0,7559,TRUE
"29",2020-12-08 20:15:39,"1336404093028478976",".@BrianKempGA and puppet @GeoffDuncanGA. Your poll numbers are tanking like seldom seen before. Always said Georgians are smart! https://t.co/DWxy6Mi3mf",68027,15292,TRUE
"30",2020-12-08 20:07:26,"1336402024712245249","US Attorney - Northern District - Tel: 404.581.6000

US Attorney - Middle District -   Tel: Macon - (478) 752-3511; Albany - (229) 430-7754;Columbus - (706) 649-7700

US Attorney - Southern District - Tel: Savannah - (912) 652-4422, Augusta - (706) 724-0517",0,11986,TRUE
"31",2020-12-08 20:07:21,"1336402002662862856","Light up those switchboards &amp; inundate their emails.

Demand they do their jobs. 

#FightBack",0,9891,TRUE
"32",2020-12-08 20:07:01,"1336401919422640128","GA Patriots, federal officials also work for We The People.

Let’s get in the phones &amp; emails &amp; tell them to do their job &amp; investigate 11/3 election fraud in GA.

Tell them to also investigate @BrianKempGA @GeoffDuncanGA &amp; @GaSecofState. 

FBI - (770) 216-3000",0,12818,TRUE
"33",2020-12-08 20:04:56,"1336401395554127877","Dear State Legislatures.

We're not asking you to do anything heroic.  We're not asking you to sacrifice and go above and beyond the call of duty.

We're demanding you DO YOUR JOBS!

This isn't hard.",0,15566,TRUE
"34",2020-12-08 20:04:42,"1336401336280215552","Or worse! https://t.co/a7zbQ4TSD7",68948,12798,TRUE
"35",2020-12-08 19:36:33,"1336394251354124289","https://t.co/QzZfCIdVDD",105661,22983,TRUE
"36",2020-12-08 19:00:24,"1336385153929793536","Governor Kemp (@BrianKempGA) is down 18 points in a recent poll. Don’t believe it, must be more!",180151,29609,TRUE
"37",2020-12-08 18:27:17,"1336376821617725449","https://t.co/fvMhLrzo4j",77001,20137,TRUE
"38",2020-12-08 17:59:25,"1336369809529966592","FOR COURAGE &amp; BRILLIANCE! https://t.co/mPM5ejy2lU",124500,23878,TRUE
"39",2020-12-08 16:27:17,"1336346623094513666","This latest suit filed by Texas directly with the US Supreme Court, just before midnight last night, against several other states for violating the US Constitution in how they changed election rules, may be the one. This may be the case that breaks this thing wide open.",0,11652,TRUE
"40",2020-12-08 16:26:58,"1336346540428972039","The only question now is which state will be next to join Ken Paxton and Texas to fight the four cheating states? I’m betting on Florida.",0,10274,TRUE
"41",2020-12-08 16:20:21,"1336344876082995200","If I were a SCOTUS Justice &amp; 5 or more states are contesting 4 others. I'd say that is very compelling

I wonder if the following States Attorneys General will be joining in the case. I think #WeThePeople Demand it

Who's with me?!  Let's start with: FL, OH, IN, KY &amp; IA

Reason? https://t.co/B6nM8dpzOf https://t.co/Mz6UhUfFMV",0,16231,TRUE
"42",2020-12-08 16:20:13,"1336344843765866496","These are the States with the largest electoral votes and vested interest in a free and fair election nationwide and that they border the Defendant/Contested States.  Better argument for standing!  BOOM!  God Bless Texas!",0,8454,TRUE
"43",2020-12-08 16:17:27,"1336344149285625859","Texas filed a lawsuit directly with the Supreme Court last night challenging the election procedures in GA, MI, PA, and WI on the grounds that they violate the Constitution.

God Bless Texas!",0,12682,TRUE
"44",2020-12-08 14:51:04,"1336322408970559495","Thank you to Speaker Cutler and all others in Pennsylvania and elsewhere who fully understand what went on in the 2020 Election. It’s called total corruption! https://t.co/qqmwh17jOg",90300,20574,FALSE
"45",2020-12-08 14:44:51,"1336320843484286977","...And it’s not normal when a sitting Senator is forced to retire because his Arizona poll numbers were so low that he would have come out dead last in the Republican Primary, and had zero chance of winning the general election. Great job Jeff! https://t.co/5kbOQIpstq",90078,18783,TRUE
"46",2020-12-08 14:36:34,"1336318760106471424","I hope House Republicans will vote against the very weak National Defense Authorization Act (NDAA), which I will VETO. Must include a termination of Section 230 (for National Security purposes), preserve our National Monuments, &amp; allow for 5G &amp; troop reductions in foreign lands!",165460,33225,TRUE
"47",2020-12-08 05:15:48,"1336177638528983041","Georgia is watching @BrianKempGA, @GeoffDuncanGA, and @GaSecofState! https://t.co/8R8rH8aV9U",94691,26451,FALSE
"48",2020-12-08 04:13:29,"1336161955845959680","https://t.co/reenwuelHY",163248,52777,TRUE
"49",2020-12-08 03:28:25,"1336150611889426433","THANK YOU GEORGIA! https://t.co/62s0XaiYPI",188849,31701,TRUE
"50",2020-12-08 03:21:21,"1336148836495069185","Georgia Lt. Governor @GeoffDuncanGA is a RINO Never Trumper who got himself elected as LG by falsely claiming to be “pro-Trump”. Too dumb or corrupt to recognize massive evidence of fraud in GA &amp; should be replaced! We need every great Georgian to call him out! #SpecialSession!",150842,37817,FALSE
"51",2020-12-08 01:36:07,"1336122354003537921","“Georgia is not the only state that pushed through these last minute rules changes before the presidential election.” @marthamaccallum  They forgot about our Constitution!",161122,34842,TRUE
"52",2020-12-08 01:05:27,"1336114633485266944","Mail-In rejection rate was minuscule compared to what it used to be. Ken Starr  Meaning that massive numbers of bad votes were pouring in!",166734,34251,FALSE
"53",2020-12-08 01:01:21,"1336113603116752897","State officials were ignorant of the limitations imposed by the Constitution. Ken Starr",175587,32369,TRUE
"54",2020-12-08 00:57:18,"1336112582424473600","“These actions on the part of State Officials, making these changes, were violating the Constitution of the U.S. They were usurping power.” Ken Starr",161709,35888,TRUE
"55",2020-12-08 00:50:44,"1336110929856040960","RINOS @BrianKempGA, @GeoffDuncanGA, &amp; Secretary of State Brad Raffensperger, will be solely responsible for the potential loss of our two GREAT Senators from Georgia, @sendavidperdue &amp; @KLoeffler. Won’t call a Special Session or check for Signature Verification! People are ANGRY!",141732,35718,TRUE
"56",2020-12-07 22:05:40,"1336069391126044673","https://t.co/LTNXhdsX9S",109931,18604,TRUE
"57",2020-12-07 18:43:30,"1336018515028037635","https://t.co/V9Fb1igWMB",118074,19459,TRUE
"58",2020-12-07 18:29:19,"1336014945113272325","Georgia Patriot Call to Action: today is the day we need you to call your state Senate &amp; House Reps &amp; ask them to sign the petition for a special session. We must have free &amp; fair elections in GA &amp; a this is our only path to ensuring every legal vote is counted. @realDonaldTrump",0,21823,TRUE
"59",2020-12-07 16:30:14,"1335984976521801733","https://t.co/dRQI4aAXDL",121350,24041,TRUE
"60",2020-12-07 15:37:34,"1335971721262796801","The Republican Governor of Georgia refuses to do signature verification, which would give us an easy win. What’s wrong with this guy? What is he hiding?",314324,68101,FALSE
"61",2020-12-07 03:10:16,"1335783660507770881","SO TRUE. NO WAY WE LOST THIS ELECTION! https://t.co/FC4XtNzuxo",0,40867,TRUE
"62",2020-12-07 03:10:01,"1335783596922114048","A MUST WATCH! Hope the lawyers are all taking notes. All FACTS, do not flag this Twitter! https://t.co/5vWbEfKRf7",0,48283,TRUE
"63",2020-12-07 02:37:59,"1335775535717289984","https://t.co/j0jTBUR6jv",81805,19559,FALSE
"64",2020-12-07 02:37:51,"1335775501739307009","https://t.co/RAIj4zXKBk",70006,15875,FALSE
"65",2020-12-07 02:37:35,"1335775434546548737","https://t.co/khAkcJRait",84847,21242,FALSE
"66",2020-12-07 02:24:50,"1335772223748141057","What Happened Reverend in that situation with CHILD ABUSE ????  Wow.  He DISRESPECTS KIDS AND COPS.  @KLoeffler is not only WINNING she’s CRUSHING this guy",0,10130,TRUE
"67",2020-12-07 02:01:28,"1335766342385930241","True. Great debate for Kelly! https://t.co/M2y3An9wbL",104971,16476,TRUE
"68",2020-12-07 01:40:33,"1335761079750766592","SO TRUE. NO WAY WE LOST THIS ELECTION! https://t.co/FC4XtNzuxo",163782,40867,FALSE
"69",2020-12-07 00:14:00,"1335739297459265537","A MUST WATCH! Hope the lawyers are all taking notes. All FACTS, do not flag this Twitter! https://t.co/5vWbEfKRf7",156352,48283,FALSE
"70",2020-12-07 00:01:49,"1335736235239804928","Gee, what a surprise. Has anyone informed the so-called (says he has no power to do anything!) Governor @BrianKempGA &amp; his puppet Lt. Governor @GeoffDuncanGA, that they could easily solve this mess, &amp; WIN. Signature verification &amp; call a Special Session. So easy! https://t.co/5cb4QdYzpU",98845,27683,FALSE
"71",2020-12-06 22:45:07,"1335716932604076034","Now spreading Fake News! https://t.co/Xv9d4gqGEJ",64846,19380,TRUE
"72",2020-12-06 22:32:12,"1335713681733263370","BREAKING: @SidneyPowell1 ""There is no telling how many Congressional &amp; Senate seats, and even Governorships, we've lost because of this [election fraud]. They've been telling us that the country has been trending blue. It has not. That is an abject lie. We've collected the data",0,38938,TRUE
"73",2020-12-06 22:31:25,"1335713485020401671","So much truth to this! https://t.co/HH0LcQ5Wgl",128654,31472,FALSE
"74",2020-12-06 22:25:51,"1335712082394804229","Will you pray with me tonight for Rudy America? The power of prayer in numbers is staggering!

Lord please put your hedge of protection around Rudy Giuliani tonight. We know that you are a healing God! Please lift Rudy up &amp; get him back quickly fighting for our Republic Oh Lord!",0,22616,TRUE
"75",2020-12-06 22:00:53,"1335705799088279554","The @WhiteHouse Cross Hall &amp; Grand Foyer overflow with love, joy, peace, hope &amp; faith, revealing the most important gifts of the season. The scene reminds us of the many blessings in our own lives &amp; how grateful we are to call this beautiful land our home. #WHChristmas https://t.co/YuGbxW9XPj",0,20811,TRUE
"76",2020-12-06 22:00:34,"1335705718209572866","Lighting the National Christmas Tree is one of America's oldest holiday traditions. @POTUS &amp; I were honored to virtually join @NatlParkService &amp; @NationalParkFdn for their 98th Annual Tree Lighting Ceremony. https://t.co/7ZU0OKXkFW",0,13491,TRUE
"77",2020-12-06 20:16:05,"1335679426516881409",".@RudyGiuliani, by far the greatest mayor in the history of NYC, and who has been working tirelessly exposing the most corrupt election (by far!) in the history of the USA, has tested positive for the China Virus. Get better soon Rudy, we will carry on!!!",329438,57453,TRUE
"78",2020-12-06 19:55:10,"1335674163919548418","Interesting! https://t.co/Ge1h3UKW5O",92818,21172,TRUE
"79",2020-12-06 19:52:48,"1335673568089301003","Will not happen. Suppression of thought! https://t.co/QJYz5N1bDC",85930,17070,TRUE
"80",2020-12-06 19:50:07,"1335672890407215105","Fact check this. Real? https://t.co/pOsC7HJKzS",0,10830,TRUE
"81",2020-12-06 19:13:15,"1335663612954898434","...I WON THE ELECTION, BIG. https://t.co/oFF4uzNBpe",153726,32869,FALSE
"82",2020-12-06 19:04:27,"1335661400081969152","Our new trailer! The Plot Against The President in 2mins &amp; 20!!!
Full movie on Amazon:

https://t.co/3RoOIuGMPZ https://t.co/IcAwZGeWPj",0,21464,TRUE
"83",2020-12-06 18:49:13,"1335657565733212162",".@FoxNews daytime is not watchable. In a class with CNN &amp; MSDNC. Check out @OANN, @newsmax and others that are picking up the slack. Even a boring football game, kneeling and all, is better!",178054,32352,TRUE
"84",2020-12-06 06:24:25,"1335470128603992064","🔥🔥🔥

""Ossoff is a baby-faced trust fund socialist who will be a Schumer puppet. Raphael Warnock is a Jeremiah Wright loving gun-grabber."" 

-@JesseBWatters on the Georgia run-offs. #GAsen #GApol https://t.co/4TVMCFsoVn",0,11512,TRUE
"85",2020-12-06 06:22:58,"1335469766308466688","Durham confirms what we already knew. 

James Comey’s FBI was out to get President Trump. https://t.co/6DNJcxLT4E",0,22608,TRUE
"86",2020-12-06 06:21:13,"1335469323276742656","That's our President @realDonaldTrump 🇺🇸 https://t.co/7s6HywWFRt",0,15508,TRUE
"87",2020-12-06 06:18:01,"1335468518322675715","President @realDonaldTrump: We say MERRY CHRISTMAS proudly again! https://t.co/iwoSCMO5ai",0,12910,TRUE
"88",2020-12-06 06:17:48,"1335468465679966208","President @realDonaldTrump: Vaccines are on their way starting next week! https://t.co/4qgDZuLzFw",0,7610,TRUE
"89",2020-12-06 06:17:31,"1335468393726697473","President @realDonaldTrump: We are gathered here to ensure that @Perduesenate and @KLoeffler win https://t.co/FxOKy4kJJH",0,7821,TRUE
"90",2020-12-06 06:17:19,"1335468345043390464","President @realDonaldTrump: We must pass voter ID requirements to protect our elections https://t.co/rHX9CQm1oK",0,11334,TRUE
"91",2020-12-06 06:17:09,"1335468301028372480","President @realDonaldTrump: “If you don’t vote. The socialists and the communists win.” https://t.co/VLhaX0iKKa",0,9791,TRUE
"92",2020-12-06 06:17:02,"1335468270569349120","President @realDonaldTrump in #Georgia: We have to #HoldTheLine, register to vote before December 7th! https://t.co/usewOJsL94",0,7611,TRUE
"93",2020-12-06 06:16:38,"1335468173336961024","President @realDonaldTrump: On January 5th, you must defeat Ossoff and Warnock and send @PerdueSenate and @KLoeffler back to the Senate https://t.co/KlbY4Xhold",0,7188,TRUE
"94",2020-12-06 06:16:30,"1335468139484733440","President @realDonaldTrump: Raphael Warnock is a dangerous extremist who is radically opposed to Georgia values https://t.co/Dn2hju2i1L",0,7048,TRUE
"95",2020-12-06 06:16:21,"1335468101564063744","President @realDonaldTrump: Jon Ossoff is a radical left wing zealot https://t.co/YonLCLQNq4",0,6733,TRUE
"96",2020-12-06 06:16:08,"1335468046446686209","President @realDonaldTrump: Senator @KLoeffler “has been an exceptional champion for Georgia workers and families” https://t.co/tXFmZOEynX",0,6287,TRUE
"97",2020-12-06 06:15:55,"1335467992419889153","And getting a total pass from the media! https://t.co/LyQBuhJq46",101472,20568,TRUE
"98",2020-12-06 06:12:35,"1335467150069407744","President @realDonaldTrump: Radical Democrats will destroy America forever by abolishing filibuster, opening borders, confiscating guns, and packing Supreme Court https://t.co/NcJIE9Ti8N",0,8200,TRUE
"99",2020-12-06 06:12:20,"1335467089830825984","This is a movement. 

It's not going anywhere. https://t.co/pqIgz1S5KS",0,13275,TRUE
"100",2020-12-06 06:12:00,"1335467006750056451","We will not bend. 

We will not break. 

We will not yield. 

We will never give in.

We will never give up.

We will never back down.

We will NEVER, ever surrender! https://t.co/Hef2eJ9yOZ",0,26431,TRUE
"101",2020-12-06 06:11:37,"1335466908192268293","Thank you Matt! https://t.co/yPqsdzytu4",110749,13602,TRUE
"102",2020-12-06 06:11:00,"1335466751757340672","President @realDonaldTrump &amp; First Lady @MELANIATRUMP take the stage in Valdosta, Georgia‼️ https://t.co/6Laq5cPvQ1",0,18097,TRUE
"103",2020-12-06 06:09:36,"1335466401893670912","Thank you @RealDonaldTrump for making the case in Georgia! Keeping the 2 Senate seats in #GOP control means we can stop the radical leftist agenda. https://t.co/Ka0LnDSKre",0,7869,TRUE
"104",2020-12-06 06:08:27,"1335466110037217280","LIVE: President Trump in Valdosta, GA #Valdosta #Georgia https://t.co/P1OyvbQeUg",0,11051,TRUE
"105",2020-12-06 06:05:19,"1335465325069017088","How compromised was the 2020 election? Dominion Voting Systems has had a history of problems. Stolen laptops, “switched” votes, Clinton ties, Antifa CEOs, undeniable data! 

Join One America’s @ChanelRion for this exclusive investigation! #OANN https://t.co/oAbbzhK7tu",0,8434,TRUE
"106",2020-12-06 06:05:03,"1335465256798330880","BOOM: President Trump Is On Target In Wisconsin - Ballots Identified in Pristine Condition Similar to Fraudulent Ballots in Georgia and Michigan via @gatewaypundit https://t.co/c7I9a8AQIg",0,12534,TRUE
"107",2020-12-06 06:04:37,"1335465149147308033","See Prof. John Eastman 12/3/20 testimony b/4 Georgia legislature re  US Constitutional authority of STATE legislatures to decide presidential electors when officials violate state election law, eg not allowing Republicans to view vote count or verify signatures. #maga",0,7595,TRUE
"108",2020-12-06 06:02:36,"1335464641301008384","Melissa is great! https://t.co/45q70Ps7oK",124367,27347,TRUE
"109",2020-12-06 06:01:16,"1335464302766149632","Great job Dan. People are watching! https://t.co/5SiKOq3HoQ",67380,11045,TRUE
"110",2020-12-06 05:58:29,"1335463604594806791","Biden cheated https://t.co/fL7ASvbXpp",0,10661,TRUE
"111",2020-12-06 05:58:00,"1335463480435109888","I believe that @dougducey signed a fraudulent document. And he knew it! I’m requesting we recall Arizona’s certification. #StopTheSteaI🗳",0,23525,TRUE
"112",2020-12-06 05:57:28,"1335463348893339648","The “Bank Heist” tape changes the result in Georgia. 

The State Legislature has no choice but to assume its powers under the US Constitution, article II (1) [2] and select Trump electors. 

More important it seems to have the courage to do so.",0,30197,TRUE
"113",2020-12-06 05:57:03,"1335463244266409985","Democratic Party and @JoeBiden engaged in criminal conduct to steal the election, but should @realDonaldTrump lose, it will be the Republican state legislators that allowed it and are responsible. #DoYourJob #StopTheSteaI",0,18149,TRUE
"114",2020-12-06 05:56:40,"1335463148137164802","These are the four cowardice Pennsylvania legislators that intend to allow the Democrat machine to #StealtheVote! #Cowards #Liars #Traitors @JakeCorman @RepBryanCutler 
@SenatorKimWard 
@RepBenninghoff https://t.co/RWUzG7gR7b",0,10707,TRUE
"115",2020-12-06 05:55:57,"1335462968084090880","Thank you! https://t.co/X7gFdH8fqW",66582,10485,TRUE
"116",2020-12-06 05:54:54,"1335462704006492160","Fraudulent result! https://t.co/vrp8SidOc8",64258,11847,FALSE
"117",2020-12-06 05:53:34,"1335462365370994689","Rusty Bowers is intentionally misleading the people of Arizona to avoid the inevitable.  @realDonaldTrump won his state and he’s trying to avoid declaring him the winner. https://t.co/hT5hr6rP8m",0,6535,TRUE
"118",2020-12-06 05:51:02,"1335461730546307075","#truth https://t.co/Utiqr5BuGo",0,5809,TRUE
"119",2020-12-06 05:49:58,"1335461462312148995","Thank you Christina! https://t.co/0ADausqhat",95191,12113,TRUE
"120",2020-12-06 05:49:01,"1335461221911425026","This election struggle is because of leaders, elected by We the People, who have now rigged elections to rob Americans of their right to elect leaders of our choice.  We gave them power and they are robbing us of ours.",0,8494,TRUE
"121",2020-12-06 05:45:48,"1335460410267488261","***Live Updates*** Trump Holds Georgia Rally for Sens. Loeffler, Perdue https://t.co/Z6XZYeCO16 via @BreitbartNews. A great evening in beautiful Georgia!",55974,10274,FALSE
"122",2020-12-06 02:42:34,"1335414297891983360","https://t.co/t1nwOScuF6",99008,20017,TRUE
"123",2020-12-06 02:40:28,"1335413770139549697","The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers! https://t.co/XAJ0F2JmeL",171843,42489,FALSE
"124",2020-12-06 02:38:00,"1335413152146550788","Register to vote before Monday 12/7. Register now on https://t.co/bFJXEeKHLV, then request your absentee ballot before 12/31 - do it TODAY, and return your ballot the same day you get it. If you aren’t planning to vote by mail, vote early in person, or vote on Election Day! https://t.co/mGnORcriXw",100094,21345,TRUE
"125",2020-12-06 02:24:53,"1335409849392218114","https://t.co/VtlO88czRa",75767,14524,TRUE
"126",2020-12-06 02:24:23,"1335409723080765440","https://t.co/7NhZCVBncg",81906,24737,TRUE
"127",2020-12-06 02:24:15,"1335409691636105219","https://t.co/VWWlkmzjiL",69433,12021,TRUE
"128",2020-12-06 02:24:03,"1335409639865765888","https://t.co/DJSZ8ebxub",64078,11691,TRUE
"129",2020-12-06 02:23:47,"1335409573830696961","https://t.co/PSHXaWnrox",63465,11616,TRUE
"130",2020-12-06 02:22:55,"1335409353042481154","https://t.co/pg1ClbTDhv",126492,21730,TRUE
"131",2020-12-06 02:11:19,"1335406436247998464","https://t.co/tKi5SS3RI9",128134,27644,FALSE
"132",2020-12-05 22:33:33,"1335351633459310593","...We received more LEGAL votes by far. All I can do is run, campaign, and be a good (great!) President – it is 100% up to the states to manage the election. Republicans will NEVER forget this.",127152,23553,TRUE
"133",2020-12-05 22:33:32,"1335351629810286592","Between Governor @DougDucey of Arizona and Governor @BrianKempGA of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia...",167033,36373,TRUE
"134",2020-12-05 22:04:57,"1335344435048054785","Leaving for Georgia now.
 See you soon!",291543,28545,TRUE
"135",2020-12-05 21:35:04,"1335336916582084614","But you never got the signature verification! Your people are refusing to do what you ask. What are they hiding? At least immediately ask for a Special Session of the Legislature. That you can easily, and immediately, do. #Transparency https://t.co/h73ZfjrDt3",137638,37463,TRUE
"136",2020-12-05 17:54:15,"1335281344302104577","25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible! https://t.co/cEBM0bYuQ9",146932,36002,TRUE
"137",2020-12-05 17:02:08,"1335268230206722048","I will easily &amp; quickly win Georgia if Governor @BrianKempGA or the Secretary of State permit a simple signature verification. Has not been done and will show large scale discrepancies. Why are these two “Republicans” saying no? If we win Georgia, everything else falls in place!",255677,54845,TRUE
"138",2020-12-05 16:32:33,"1335260785510146048","See you tonight at 7PM, Georgia! https://t.co/gMYtLGGqzI",174509,31621,TRUE
"139",2020-12-05 05:03:04,"1335087268516794368","https://t.co/AMIT0WetT1",0,40608,TRUE
"140",2020-12-05 05:02:58,"1335087245037015040","https://t.co/vdaaFDn2Xi",0,35092,TRUE
"141",2020-12-05 03:14:09,"1335059858178125825","Our @trafalgar_group #GASen #Runoff #Polls also shed some light on Georgia voters opinions of whether the #Presidential elections were compromised enough to change the outcome.  All voters 53.2% yes, 37.9% no, 8.9% unsure.  GOP voters 74.6% yes, 15.9% no, 9.5% unsure.",0,10375,TRUE
"142",2020-12-05 03:05:40,"1335057724485275656","https://t.co/ouGhtnhwGG",85019,20200,FALSE
"143",2020-12-05 03:05:35,"1335057703568355330","https://t.co/cYj73a5fiR",96415,24546,FALSE
"144",2020-12-05 02:44:12,"1335052324780339200","https://t.co/yV62397bgs",90183,23184,TRUE
"145",2020-12-05 02:43:00,"1335052022530379776","https://t.co/AMIT0WetT1",152513,40608,FALSE
"146",2020-12-05 02:03:44,"1335042139479298050","Watch @SeanHannity tonight at 9:00 P.M. Eastern — story on Voter Fraud!",0,21148,TRUE
"147",2020-12-05 01:25:50,"1335032599283109890","https://t.co/VTNYa5vaG7",88855,23742,FALSE
"148",2020-12-04 23:23:53,"1335001911460843521","See you tomorrow night at 7PM, Valdosta, Georgia! https://t.co/Or9WioLiVk",127124,25708,TRUE
"149",2020-12-04 22:55:52,"1334994862299602947","https://t.co/vdaaFDn2Xi",117827,35092,FALSE
"150",2020-12-04 22:49:28,"1334993249082236931","Thank you to Senate President Karen Fann and House Speaker Russell Bowers – and all, for what you are doing in Arizona. A fast check of signatures will easily give us the state. Votes against have been reduced to a very small number! https://t.co/NIGpkJHyoY https://t.co/gJIozjtyES",89606,23962,TRUE
"151",2020-12-04 22:42:57,"1334991611403640838","Watch @SeanHannity tonight at 9:00 P.M. Eastern — story on Voter Fraud!",128127,21148,TRUE
"152",2020-12-04 22:41:57,"1334991357144944643","STOCK MARKET REACHES NEW ALL-TIME HIGH!",286289,35856,TRUE
"153",2020-12-04 20:07:03,"1334952378412523525","This case raises major questions about the legality of Pennsylvania’s mail-in balloting changes. The Supreme Court should hear the case on an emergency basis https://t.co/xpvGQdJJ2X",0,18900,TRUE
"154",2020-12-04 20:06:29,"1334952236137459713","The President is right https://t.co/9ReVbHVwMq",0,13106,TRUE
"155",2020-12-04 20:05:41,"1334952034559258628","The NDAA does NOT contain any reform to Section 230 but DOES contain Elizabeth Warren’s social engineering amendment to unilaterally rename bases &amp; war memorials w/ no public input or process. I cannot support it",0,12234,TRUE
